"","year","entidad","idd","pp_gob","dim_1","dim_2","dim_3","dim_4","pp_izq"
"292",2020,"Campeche",5.892057652,"pri",6.738,2.893,-1.445,0.821,"pp_otro"
"293",2020,"Chiapas",2.707839116,"morena",6.219,1.689,-1.713,-1.266,"pp_izq"
"294",2020,"Chihuahua",3.730068362,"pan",2.978,2.373,0.476,0.412,"pp_otro"
"295",2020,"Cdmx",6.096480732,"morena",4.751,2.348,-0.336,2.507,"pp_izq"
"296",2020,"Coahuila",7.040877174,"pri",4.623,4.989,0.289,0.579,"pp_otro"
"297",2020,"Colima",4.694204625,"pri",3.362,3.488,0.824,-0.2,"pp_otro"
"298",2020,"Durango",5.86526197,"pan",4.421,3.437,0.083,1.033,"pp_otro"
"299",2020,"Guanajuato",5.031099307,"pan",5.045,3.114,-0.612,0.358,"pp_otro"
"300",2020,"Guerrero",0,"pri",3.282,1.142,-0.261,-2.704,"pp_otro"
"301",2020,"Hidalgo",8.303294391,"pri",7.679,4.156,0.946,-0.682,"pp_otro"
"302",2020,"Jalisco",6.659168908,"mc",6.089,3.481,0.486,-0.064,"pp_otro"
"303",2020,"Mexico",3.527142833,"pri",4.187,1.301,-0.526,1.017,"pp_otro"
"304",2020,"Michoacan",1.837184561,"prd",2.887,2.102,-0.556,-0.62,"pp_izq"
"305",2020,"Morelos",0.730334282,"pes",2.675,1.838,0.032,-2.15,"pp_otro"
"306",2020,"Nayarit",4.956777589,"pan",4.24,3.481,0.781,-0.693,"pp_otro"
"307",2020,"Nuevo Leon",7.148177245,"ind",3.833,4.456,0.921,1.408,"pp_otro"
"308",2020,"Oaxaca",2.211336427,"pri",4.239,2.024,-0.399,-1.572,"pp_otro"
"309",2020,"Puebla",3.647949202,"morena",4.924,1.994,-0.787,0.003,"pp_izq"
"310",2020,"Queretaro",8.655699635,"pan",6.933,4.942,-0.724,1.399,"pp_otro"
"311",2020,"Quintana Roo",5.31004216,"prd",4.683,3.364,0.454,-0.238,"pp_izq"
"312",2020,"San Luis Potosi",6.66762885,"pri",6.394,2.753,0.25,0.605,"pp_otro"
"313",2020,"Sinaloa",7.022015531,"pri",5.182,3.847,0.67,0.757,"pp_otro"
"314",2020,"Sonora",7.311111243,"pri",6.716,3.233,0.311,0.567,"pp_otro"
"315",2020,"Tabasco",5.271070063,"morena",7.06,3.74,-2.391,-0.196,"pp_izq"
"316",2020,"Tamaulipas",7.513789156,"pan",7.046,4.182,0.292,-0.433,"pp_otro"
"317",2020,"Tlaxcala",7.998279324,"pri",6.606,4.048,0.235,0.819,"pp_otro"
"318",2020,"Veracruz",1.100338611,"morena",2.821,1.404,-0.627,-0.729,"pp_izq"
"319",2020,"Yucatan",10,"pan",7.426,6.064,0.732,0.05,"pp_otro"
"320",2020,"Zacatecas",4.679486164,"pri",4.174,4.122,-0.156,-0.685,"pp_otro"
"321",2021,"Aguascalientes",5.941,"pan",4.295,5.205,0.282,0.984,"pp_otro"
"322",2021,"Baja California",2.456,"morena",3.479,3.051,0.908,-1.599,"pp_izq"
"323",2021,"Baja California Sur",5.792,"pan",4.311,5.292,0.873,0.079,"pp_otro"
"324",2021,"Campeche",3.467,"morena",4.517,2.822,-0.906,0.835,"pp_izq"
"325",2021,"Chiapas",1.862,"morena",4.866,3.082,-2.435,-0.513,"pp_izq"
"326",2021,"Chihuahua",3.638,"pan",3.727,2.788,0.744,0.252,"pp_otro"
"327",2021,"Cdmx",5.094,"morena",5.265,2.113,-0.397,2.588,"pp_izq"
"328",2021,"Coahuila",5.444,"pri",3.749,5.744,-0.027,0.598,"pp_otro"
"329",2021,"Colima",3.427,"morena",2.681,2.736,0.828,0.967,"pp_izq"
"330",2021,"Durango",5.072,"pan",5.873,4.107,-0.259,-0.183,"pp_otro"
"331",2021,"Guanajuato",2.814,"pan",4.351,2.475,-0.779,0.3,"pp_otro"
"332",2021,"Guerrero",0,"pri",3.103,1.582,-0.361,-1.956,"pp_otro"
"333",2021,"Hidalgo",7.582,"pri",7.238,4.826,1.289,-0.266,"pp_otro"
"334",2021,"Jalisco",4.26,"mc",4.225,3.731,0.544,-0.109,"pp_otro"
"335",2021,"Mexico",3.88,"pri",4.342,2.532,-0.535,1.515,"pp_otro"
"336",2021,"Michoacan",2.575,"morena",4.561,2.477,-0.06,-0.97,"pp_izq"
"337",2021,"Morelos",3.019,"pes",5.359,2.85,-0.35,-1.223,"pp_otro"
"338",2021,"Nayarit",5.07,"morena",4.348,4.721,1.276,-0.81,"pp_izq"
"339",2021,"Nuevo Leon",5.899,"mc",3.514,4.708,1.293,1.192,"pp_otro"
"340",2021,"Oaxaca",5.02,"pri",3.232,0.046,-2.114,2.699,"pp_otro"
"341",2021,"Puebla",1.35,"morena",4.979,1.779,-1.819,-0.662,"pp_izq"
"342",2021,"Queretaro",6.118,"pan",6.51,4.587,-0.815,0.733,"pp_otro"
"343",2021,"Quintana Roo",3.289,"prd",3.845,3.735,-0.799,0.237,"pp_izq"
"344",2021,"San Luis Potosi",4.717,"pvem",6.346,2.301,0.128,0.262,"pp_otro"
"345",2021,"Sinaloa",5.975,"morena",4.529,3.644,1.414,1.228,"pp_izq"
"346",2021,"Sonora",4.095,"morena",3.655,2.968,0.692,0.841,"pp_izq"
"347",2021,"Tabasco",1.89,"morena",4.295,2.866,-1.642,-0.479,"pp_izq"
"348",2021,"Tamaulipas",3.059,"pan",3.805,2.77,0.63,-0.512,"pp_otro"
"349",2021,"Tlaxcala",4.275,"morena",5.24,3.383,-0.003,-0.209,"pp_izq"
"350",2021,"Veracruz",3.939,"morena",6.416,2.448,-0.445,-0.483,"pp_izq"
"351",2021,"Yucatan",10,"pan",9.528,6.641,0.561,-0.228,"pp_otro"
"352",2021,"Zacatecas",3.7,"morena",5.686,2.082,0.125,-0.294,"pp_izq"
"353",2022,"Aguascalientes",6.035,"pan",3.015,6.172,0.08,1.25,"pp_otro"
"354",2022,"Baja California",3.805,"morena",5.135,2.912,1.162,-1.546,"pp_izq"
"355",2022,"Baja California Sur",5.203,"morena",3.545,4.183,1.365,0.359,"pp_izq"
"356",2022,"Campeche",4.452,"morena",4.619,3.875,-1.094,1.093,"pp_izq"
"357",2022,"Chiapas",1.474,"morena",5.508,2.83,-2.814,-0.844,"pp_izq"
"358",2022,"Chihuahua",3.158,"pan",1.812,3.234,0.55,1.24,"pp_otro"
"359",2022,"Cdmx",6.301,"morena",6.781,3.25,-1.736,2.563,"pp_izq"
"360",2022,"Coahuila",4.487,"pri",2.855,4.529,-0.397,1.548,"pp_otro"
"361",2022,"Colima",7.157,"morena",4.884,4.923,1.175,0.972,"pp_izq"
"362",2022,"Durango",6,"pri",5.915,4.441,0.245,-0.128,"pp_otro"
"363",2022,"Guanajuato",4.143,"pan",5.438,3.481,-0.402,-0.42,"pp_otro"
"364",2022,"Guerrero",1.83,"morena",5.014,1.778,0.727,-2.383,"pp_izq"
"365",2022,"Hidalgo",5.072,"morena",4.927,3.475,0.676,0.207,"pp_izq"
"366",2022,"Jalisco",4.718,"mc",4.558,3.043,0.315,0.916,"pp_otro"
"367",2022,"Mexico",2.784,"pri",4.2,2.464,-1.178,0.87,"pp_otro"
"368",2022,"Michoacan",2.342,"morena",3.954,2.233,0.434,-0.83,"pp_izq"
"369",2022,"Morelos",1.936,"pes",4.623,2.693,-0.028,-2.017,"pp_otro"
"370",2022,"Nayarit",6.293,"morena",4.108,4.838,2.001,-0.098,"pp_izq"
"371",2022,"Nuevo Leon",5.576,"mc",3.751,3.278,0.877,2.025,"pp_otro"
"372",2022,"Oaxaca",2.531,"morena",4.985,2.345,0.475,-1.772,"pp_izq"
"373",2022,"Puebla",0,"morena",4.96,1.667,-1.756,-2.078,"pp_izq"
"374",2022,"Queretaro",5.633,"pan",5.721,4.112,-0.876,1.046,"pp_otro"
"375",2022,"Quintana Roo",3.042,"morena",3.25,4.075,-0.58,-0.06,"pp_izq"
"376",2022,"San Luis Potosi",4.135,"pvem",5.33,2.649,0.06,0.043,"pp_otro"
"377",2022,"Sinaloa",7.84,"morena",5.148,4.272,1.932,1.476,"pp_izq"
"378",2022,"Sonora",3.969,"morena",3.336,2.702,0.883,0.952,"pp_izq"
"379",2022,"Tabasco",3.396,"morena",5.022,4.771,-1.937,-0.715,"pp_izq"
"380",2022,"Tamaulipas",3.044,"morena",3.303,2.746,0.171,0.47,"pp_izq"
"381",2022,"Tlaxcala",2.871,"morena",4.654,3.656,-0.478,-1.365,"pp_izq"
"382",2022,"Veracruz",2.918,"morena",7.323,1.82,-1.237,-1.378,"pp_izq"
"383",2022,"Yucatan",10,"pan",9.316,6.249,0.329,-0.302,"pp_otro"
"384",2022,"Zacatecas",4.32,"morena",4.068,4.273,1.053,-1.095,"pp_izq"
